# h125.osc
# measured 16 Jan 94 with prog/learntune/learnpwr
#  using Anritsu pwr meter (cuts off below 73)
#
# lo_ghz  mmosc  mmbck   vop  lgain   mW   Vop  mmerr
# $Id: h125.tab,v 1.1 2005/04/07 22:14:59 colby Exp $
#| lo  | osctarg | oscbcktarg | vop | lgain | mW | Vop | mmerr |
#| r      | i    | i    | r   | r    | r         | r    | r |
  93.000  27894  25206  9.50  5.00  16.56  9.60  0.19
  92.500  27722  24761  9.50  5.00  16.04  9.60  0.22
  92.000  27512  24390  9.50  5.00  16.58  9.59  0.22
  91.500  27321  23940  9.50  5.00  17.92  9.59  0.24
  91.000  27129  23494  9.50  5.00  16.83  9.60  0.20
  90.500  26913  22968  9.50  5.00  18.03  9.59  0.24
  90.000  26714  22484  9.50  5.00  18.00  9.60  0.18
  89.500  26486  21830  9.50  5.00  18.40  9.60  0.19
  89.000  26282  21338  9.50  5.00  19.02  9.59  0.26
  88.500  26057  20755  9.50  5.00  17.64  9.59  0.26
  88.000  25825  20203  9.50  5.00  19.38  9.60  0.21
  87.500  25609  19756  9.50  5.00  17.39  9.60  0.19
  87.000  25369  19186  9.50  5.00  17.53  9.60  0.21
  86.500  25144  18645  9.50  5.00  15.11  9.60  0.23
  86.000  24904  18192  9.50  5.00  14.30  9.59  0.28
  85.500  24667  17859  9.50  5.00  12.64  9.59  0.26
  85.000  24439  17480  9.50  5.00   8.43  9.60  0.19
  84.500  24189  17387  9.50  5.00   7.00  9.60  0.22
  84.000  23954  17300  9.50  5.00   3.42  9.60  0.19
  83.500  23703  17245  9.50  5.00   1.33  9.59  0.24
  83.000  23449  17204  9.50  5.00   0.10  9.59  0.24
  82.500  23183  17161  9.50  5.00   0.91  9.59  0.24
  82.000  22896  16905  9.50  5.00   3.88  9.59  0.25
  81.500  22589  16509  9.50  5.00   6.98  9.59  0.27
  81.000  22276  15944  9.50  5.00   8.83  9.48  1.77
  81.000  22276  29925  9.50  5.00   8.83  9.48  1.77
  80.500  21989  29468  9.50  5.00  11.47  9.59  0.23
  80.000  21685  28918  9.50  5.00  12.01  9.59  0.24
  79.500  21420  28091  9.50  5.00  12.95  9.60  0.21
  79.000  21129  27553  9.50  5.00  11.03  9.60  0.13
  78.500  20845  26864  9.50  5.00  12.25  9.60  0.20
  78.000  20591  26210  9.50  5.00   9.50  9.60  0.17
  77.500  20382  25001  9.50  5.00   6.78  9.59  0.26
  77.500  20382  25001  9.20  5.00   6.78  9.59  0.26
  77.000  20114  24867  9.20  5.00   6.08  9.30  0.22
  76.500  19829  24347  9.20  5.00   4.74  9.30  0.16
  76.000  19526  23940  9.20  5.00   5.90  9.30  0.17
  75.500  19239  23331  9.20  5.00   2.73  9.30  0.19
  75.000  18951  22902  9.20  5.00   1.63  9.29  0.24
  75.000  18951  22902  9.20  5.00   1.64  9.30  0.19
  74.500  18740  22113  9.20  5.00   1.07  9.30  0.24
  74.000  18471  21600  9.20  5.00   0.64  9.30  0.24
  73.500  18194  21200  9.20  5.00   0.07  9.30  0.20
  73.000  17917  20700  9.20  5.00   0.08  9.30  0.15
  72.500  17669  21500  9.20  5.00   0.09  9.30  0.17
  72.000  17384  21200  9.20  5.00   0.09  9.30  0.23
  71.500  17108  21000  9.20  5.00   0.10  9.30  0.17
  71.000  16821  20600  9.20  5.00   0.08  9.30  0.17
  70.500  16557  20300  9.20  5.00   0.09  9.29  0.26
  70.000  16273  20000  9.20  5.00   0.09  9.30  0.15
  69.500  16005  19400  9.20  5.00   0.11  9.29  0.24
  69.000  15723  18800  9.20  5.00   0.12  9.30  0.20
